,OBJECTID,IncidentSi,POOFips,geometry,year,month,day,FireCause_Human,FireCause_Natural,FireCause_Undetermined,FireCause_Unknown,POOCounty_Aleutians East,POOCounty_Aleutians West,POOCounty_Anchorage,POOCounty_Bethel,POOCounty_Bristol Bay,POOCounty_Denali,POOCounty_Dillingham,POOCounty_Fairbanks North Star,POOCounty_Juneau,POOCounty_Kenai Peninsula,POOCounty_Kodiak Island,POOCounty_Kusilvak,POOCounty_Lake and Peninsula,POOCounty_Matanuska-Susitna,POOCounty_Nome,POOCounty_North Slope,POOCounty_Northwest Arctic,POOCounty_Southeast Fairbanks,POOCounty_Valdez-Cordova,POOCounty_Wade Hampton,POOCounty_Yukon-Koyukuk,POOLandown_ANCSA,POOLandown_BIA,POOLandown_BLM,POOLandown_County,POOLandown_DOD,POOLandown_DOE,POOLandown_NPS,POOLandown_Private,POOLandown_State,POOLandown_Tribal,POOLandown_USFS,POOLandown_USFWS,distance_to_blackspruce,distance_to_paperbirch,distance_to_whitespruce,distance_to_aspen,distance_to_poplar
2881,209967,200.0,02180,POINT (-497181.7536765452 1797305.99379391),2014,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216167.24548231604,216810.22701485569,53609.28167658745,318085.2112916158,274280.74121489486
2882,210023,220.6,02158,POINT (-363953.3606168797 1377223.933355668),2020,5,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18100.958745884505,18405.68921077589,0.0,17957.659368466284,18264.406519749347
2889,210375,1554.0,02020,POINT (230141.85052094457 1260064.4518368202),2019,4,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1213.8430082981708,0.0,1758.2414087968787,11444.283498138571,7304.052060576599
2890,210614,1002.3,02290,POINT (505734.96950245445 1997575.5003684193),2020,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10575.43449944875,5232.674826474741,34784.98830849959,42995.79625271502
2892,210703,14.4,02290,POINT (428265.55895087996 1808730.3866162437),2020,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2613.705955308472,911.3602480096936,0.0,1614.7466853482792,418.8992018517511
2893,210708,74.0,02261,POINT (397151.8742270806 1348446.8212722172),2019,8,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,152.90996370858443,8902.897823992727,0.0,19219.381157332526,10137.024684261745
2897,210867,43378.0,02290,POINT (113262.66929133434 1671239.5233911152),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,252.6559026200015,0.0,26.523285747992965,814.8702032070202,1376.3413140897649
2899,210927,148.4,02290,POINT (33295.7541984321 1565492.1276182954),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2107.0100399427065,261.0730349356653,37774.64019011962,36348.08658152246
2905,211389,326.9,02164,POINT (-11444.24589292453 1185267.6949534027),2019,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24500.021431777273,8629.390794494586,633.6335430250523,111978.7456787565,112810.67533220317
2906,211398,14547.4,02185,POINT (-497938.05042432743 2088287.0972577732),2018,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,280039.6940329191,438226.7635564587,144764.73028531615,441699.1084479483,385089.61725636135
2907,211401,6878.0,02290,POINT (361586.453889842 1915801.1035722557),2022,7,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6093.199212159398,20729.673966283855,0.0,130.13492235283385,5335.3399701975895
2909,211475,36.1,02122,POINT (180653.83701979485 1141404.171514735),2019,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262.1514615885617,0.0,529.6409829058753,2199.0693048847693,26452.344475233782
2915,211647,88.0,02290,POINT (-5120.2890513153125 1814042.3153345282),2022,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,58020.78878760908,1663.8223565650967,58145.165373565185,906.0050130405411
2916,211676,603.3,02290,POINT (-182471.83738191248 1518922.231593297),2015,7,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3293.964500858459,4527.797749940932,0.0,4011.4560807440553,2710.3241283422835
2920,211780,8681.0,02290,POINT (-167059.42108224655 1426595.6609126646),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,655.2008049296658,7001.655888389407,0.0,38601.18251644586,36471.666638172
2921,211825,27.4,02261,POINT (458993.7488102157 1414994.440546798),2019,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1064.8539094787138,79945.75833598508,0.0,18821.083733805448,17988.994717937014
2933,212438,76.5,02068,POINT (253540.73583896208 1561410.8859912616),2018,5,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,978.255687517792,4292.832618060306,0.0,23464.114008738423,23947.36980787297
2934,212601,1200.0,02290,POINT (-173038.91128810873 1835677.3139622214),2014,8,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,212.67248805842704,48713.2809700824,1833.2507104409906,50687.74516157161,3472.443170091842
2935,212622,3524.9,02050,POINT (-480750.74087376427 1302937.7651061974),2020,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21263.63942179,34369.81430925136,36197.36789212033,151618.04572235938,150054.73428969257
2939,212765,5459.0,02290,POINT (-273080.46932242555 1651859.3475479404),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,44286.079392745785,44658.38510850535,0.0,67834.58329572417,68145.10821874515
2940,212795,199.5,02164,POINT (-131916.0966651159 985055.5215200667),2022,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58695.57370608186,49931.77643402188,9.225723696638921,212345.8878813187,144386.06695463377
2958,213754,1801.1,02158,POINT (-408554.3586460648 1326087.6170024069),2020,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8217.06919289518,4045.83310040606,2448.052407491516,77021.45325545632,75076.61994073718
2960,213797,69.0,02290,POINT (-105963.9042139306 1450156.0151188343),2022,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3899.5469262526117,84.18527963896346,22852.396988259672,23339.074555787323
2961,213799,912.7,02290,POINT (-123784.6274810269 1656003.0696601477),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,850.0751781415605,0.0,8850.11628311262,14214.17324084307,10659.714973082322
2967,214016,11.4,02240,POINT (617757.8404472762 1546868.1448066805),2019,5,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,520.2197110752945,430.2834172577186,0.0,131.5095194438889,38283.05844746641
2969,214053,62.7,02170,POINT (283096.16246671387 1390405.847011371),2016,6,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,391.2362543130385,24831.242049577333,0.7593571018831261,94375.57965998602,82833.70248451465
2971,214151,298.0,02070,POINT (-139331.43655775534 1196984.3182261025),2014,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43324.88200236519,43708.535307725375,0.0,43616.22018206437,43368.696318479095
2972,214198,58.9,02068,POINT (257011.19483463335 1554490.910514692),2021,5,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1524.0467082205973,9022.877012624956,0.0,30498.236294207854,30634.392235310206
2977,214449,1000.0,02240,POINT (434837.23971628613 1629479.714834071),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,473.39781173958875,220.6946224261195,920.0984868485267,38931.81065741201
2979,214463,33131.0,02290,POINT (-184006.65775746384 1410788.744906351),2015,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,14003.974189187293,56.59484857815931,27335.88364141516,27796.976431633186
2981,214502,15002.0,02158,POINT (-537896.6730898814 1413788.474970977),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16449.086654961044,22546.634989176087,13485.439643365225,183825.9217435548,186511.53566968135
2982,214538,763.1,02068,POINT (250824.85630160975 1561100.1117790968),2018,6,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2557.104269372843,1561.0425147372032,0.0,23911.26393143829,23915.368253137327
2983,214581,2730.5,02290,POINT (-40049.670736037784 1719548.0406228257),2016,6,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30.17189316217494,0.0,13100.979880232866,1639.023383280531,13562.256712398284
2985,214631,59.9,02185,POINT (131292.34168832953 2126960.899570196),2017,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89391.62251248944,215707.65164763987,113804.19875497853,225707.4498817192,209042.3151130045
2989,214936,1256.6,02290,POINT (-98703.42201613887 1562432.2204719172),2016,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20.752930804570386,3193.742495499598,0.0,56594.92476681093,50465.0462917357
2992,215017,90.0,02290,POINT (-114492.84212898828 1461176.6694796947),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.20463440935236,7472.318272973178,0.0,36588.79906626905,36855.29520250976
2996,215183,98247.1,02290,POINT (107724.36423700553 1709577.6030982179),2015,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1058.1736166431508,4681.906039678424,5291.345160091727,32021.77103067966
2997,215248,13.2,02240,POINT (628301.7097367769 1516742.3303157338),2022,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,610.6405470891266,1584.7000397866789,0.0,761.6437217874128,23955.379592069985
2998,215287,2540.4,02070,POINT (-315945.98522482463 1058623.507958764),2019,6,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,93308.68688384234,2430.5670795963065,130803.24086476548,2287.5031803330417
3016,215849,202.5,02290,POINT (-22427.54013233668 1494403.7169069154),2016,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,408.9450424539795,568.370169191444,0.0,23825.69482682696,24453.902387130307
3025,216223,1626.9,02290,POINT (344530.6063122123 1895907.1333694619),2017,7,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22992.325667255518,14207.080071486827,215.66563928162867,0.0,1830.773972618924
3026,216314,8019.8,02290,POINT (342495.32374032814 1878646.4003515476),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23031.422846952184,17607.605529685872,0.0,4180.018975979637,3077.7567708244824
3028,216356,64849.4,02050,POINT (-224849.21681869772 1350554.3733154659),2019,7,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3871.788777381498,25.559075298914024,66613.14033550216,66387.0709845116
3030,216462,25.0,02170,POINT (274429.04324366484 1293470.5945681448),2016,4,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10314.398530206285,1897.6876288397107,1603.6333521294416,6087.7254657452495,819.359508595874
3032,216512,354.4,02290,POINT (22781.74092974537 1496615.5952525549),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,726.9351147496054,0.0,0.0,2079.8963195379356,3776.2222831561903
3034,216564,298.9,02188,POINT (-361638.0553066277 1978526.798191139),2015,7,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113698.4240743386,264178.86944604083,32464.278133894957,267806.42433683644,211669.96444746703
3035,216574,16703.5,02290,POINT (-6484.105175723598 1566931.7629580717),2015,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4567.925019016013,22.903598895676524,37141.813713806805,39706.94504170949
3036,216615,63.9,02240,POINT (378922.72325244936 1573572.1656168005),2022,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5849.020498782313,5310.362629837807,0.0,6803.001775252603,26517.18939676079
3037,216722,52.4,02290,POINT (46389.350725386066 1902444.9037694614),2016,6,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,117334.80837966445,622.709764008342,117552.72985213694,524.6965246390959
3049,217150,16002.8,02180,POINT (-364771.50541838224 1510012.3638346083),2017,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,809.0605601208586,6363.4778306814305,4943.9074106414855,58287.27986586235,58415.32512406043
3056,217603,9411.0,02050,POINT (-279832.112353626 1253867.8879384035),2016,7,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92.23035009636797,163.9410192651622,1994.394716175053,27836.86782476755,11516.243582532927
3060,217720,15.1,02240,POINT (441012.1020635872 1576327.4528707233),2015,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,563.384401311044,654.0171424674515,0.0,390.011201295478,2471.8518706489403
3061,217764,50964.8,02090,POINT (372988.01180487865 1692213.6597291674),2021,6,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,265.0017725747676,0.0,200.45070709157366,582.3088853892257,59390.04965657095
3064,217804,452.3,02290,POINT (257714.70210222033 1801013.9485992454),2020,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1131.6914510638046,2209.5327708011973,0.0,138.94859924539924,1039.8949343241052
3072,218034,687.0,02050,POINT (-512264.6644019933 1265590.5155914358),2015,6,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36448.280147282465,36774.05870558247,46757.078233955115,197057.97097814508,157277.28305442765
3073,218035,96.9,02290,POINT (-157200.7557242009 1589678.2284017901),2016,7,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,554.2732199838372,7.092127243203496,26870.542108913083,25563.854967546347
3083,218513,136.1,02070,POINT (-318552.21781607746 994766.5053704099),2019,4,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13904.59945334889,127541.5600682376,525.0759600185675,194611.45147089893,13714.106995726
3084,218548,3600.2,02164,POINT (-208800.5312723725 848386.3945128645),2021,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105355.30241177925,42249.40026130427,21209.684286243177,333992.31659877405,190756.95949238527
3091,218727,102.9,02240,POINT (490211.02739208157 1561144.331862224),2022,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1124.5933224479606,3026.9520957402665,0.0,1562.2507340687491,7612.119259269003
3093,218802,2060.1,02290,POINT (493125.47386045434 1789113.1047293507),2015,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4516.488138046041,798.8428157692933,6788.868633844677,17701.756066222595
3095,218892,20.1,02050,POINT (-177392.02055591677 1311169.889091088),2019,7,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,455.1109089120291,1960.3971813832247,0.0,16034.335701052352,18495.89029140636
3096,218893,90.1,02050,POINT (-27313.654970493553 1332897.368172036),2015,6,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6800.649625230982,6692.669515073181,0.0,29651.497605050332,33364.57191930743
3098,218957,7644.3,02240,POINT (465745.0442340258 1602284.6951921787),2022,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1096.893427860806,180.4057528558827,0.0,1948.4703815593202,30037.997035271517
3113,219485,76.1,02290,POINT (133759.57010893768 1951164.3239355981),2022,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,57039.96077427197,6388.045074982238,69000.726544978,33983.387515749295
3115,219756,25.0,02290,POINT (371578.4592358379 2025841.868237261),2017,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,153.9690392155291,16893.8928492023,0.0,45342.63112135167,72529.34103479619
3117,219785,907.5,02050,POINT (-268917.4893412771 1262502.5360224),2019,7,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,542.5252828669144,965.9669241628408,956.0240072566627,24622.135582990606,23104.707790307613
3118,219850,196.7,02240,POINT (446754.48179720127 1602501.0084537533),2022,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,255.34441119596633,15.743910220853138,386.6123002823915,0.0,14686.55919715937
3122,219976,277.9,02290,POINT (118952.33993544485 1667567.4491012695),2018,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1390.369707195344,2489.1009487222473,0.0,1302.6678363865085,821.0350190411277
3123,220074,1292.0,02020,POINT (230141.85052094457 1260064.4518368202),2021,5,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1213.8430082981708,0.0,1758.2414087968787,11444.283498138571,7304.052060576599
3125,220142,367.6,02170,POINT (208610.1328602141 1355976.9122742543),2019,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,336.0096540434762,0.0,5098.792778521211,14363.011416472862,83422.96940671363
3137,220638,16.0,02290,POINT (-55841.57382972705 1494834.1729549528),2021,6,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,610.5933889685351,4311.441404499359,0.0,44954.62519061249,44465.50644094695
3148,221102,123.0,02240,POINT (562525.8448589303 1576183.5868327497),2018,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,601.9816796929874,1277.3156595425437,0.0,902.7479586421804,39354.54204684474
3149,221205,89.6,02240,POINT (564099.3502089382 1774515.1036267448),2016,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2175.0191518318366,249.82039369202195,2444.1240315889995,5239.932125787476
3150,221209,45.3,02188,POINT (-399193.2950229231 1793452.304822128),2019,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165694.63940091385,165502.78903467586,38219.77177130817,220025.63021144658,177216.3612676268
3157,221650,5645.0,02158,POINT (-535461.5784388519 1424807.4450529758),2015,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26282.914207642778,30349.01211799802,23391.12169353257,180657.24224280487,182974.40710897863
3163,222019,6760.1,02060,POINT (-137185.3073269397 987742.8746963221),2015,6,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62413.03642192598,54899.063296454035,1047.4429605644439,207938.4411642147,138472.29568893005
3164,222046,1142.6,02050,POINT (-185782.84437463206 1259609.4799832238),2015,7,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,178.15095625183804,1198.3693044518504,0.0,4491.9930791620345,5708.428197303327
3165,222082,4054.4,02290,POINT (166182.77268608985 1689341.9542615816),2015,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,779.7995655614948,383.64556649013133,742.8016906167002,10912.665910346093
3166,222084,349.0,02050,POINT (-403013.7060080476 1221878.3678391622),2015,7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38855.71021405881,30915.814074858503,39442.046190844216,89184.34492914075,47428.15622536796
3168,222172,31.3,02290,POINT (-205698.8389420349 1802033.4908848298),2020,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6006.718198200687,29940.432359210114,1957.9535411586298,32873.31661520713,13811.766945375753
3176,222513,3131.8,02068,POINT (250977.2540286138 1560576.79217849),2016,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2306.3730087228664,1659.6513582444031,0.0,24416.225938514905,24434.372417235343
3177,222521,15716.3,02290,POINT (381555.90000707563 1965557.0758227166),2015,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,194.74705194083464,0.0,18.19421678525276,9814.894269830576,15163.63195740497
3180,222706,52.5,02185,POINT (-472873.2025659241 2071358.3543700716),2016,6,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250009.62723455357,408420.9610803546,114533.93306885622,411928.8363031203,355395.6051886001
3182,222888,11403.4,02290,POINT (-29089.97038446288 1816014.3871276418),2022,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,48516.80927189914,1540.5218907902854,49399.531942236084,931.0644085170557
3183,222922,142.9,02290,POINT (-284721.50316222094 1525621.3287868197),2016,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15754.390612365045,22013.064205111834,26.331623265185872,16392.32698314935,16581.124949889974
3186,222982,56.0,02240,POINT (597272.5654877796 1731569.178784118),2015,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2946.5239602927218,1023.5757219313533,2331.8450857917687,3041.5076612594785
3188,223078,12.0,02290,POINT (240865.79944901814 1794975.4100832725),2017,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3600.4218388760005,4236.001954875929,0.0,487.5870270645251,1326.4991719511318
